Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Geographical_Location,Vehicle_Speed,Fraud_indicator,state,month,time-of-day
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",67,Fraud,Maharashtra,8,22
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",95,Fraud,Andhra Pradesh,9,6
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",55,Not Fraud,Goa,10,11
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",80,Not Fraud,Maharashtra,12,14
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",62,Fraud,Andhra Pradesh,1,8
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",87,Fraud,Goa,2,13
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",47,Fraud,Maharashtra,3,17
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",73,Fraud,Andhra Pradesh,4,10
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",68,Fraud,Goa,6,16
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",91,Not Fraud,Maharashtra,7,19
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",52,Not Fraud,Andhra Pradesh,8,22
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",82,Fraud,Goa,9,6
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",56,Not Fraud,Maharashtra,10,11
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",84,Not Fraud,Andhra Pradesh,12,14
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",69,Not Fraud,Goa,1,8
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",94,Not Fraud,Maharashtra,2,13
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",49,Fraud,Andhra Pradesh,3,17
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",76,Not Fraud,Goa,4,10
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",63,Fraud,Maharashtra,6,16
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",88,Not Fraud,Andhra Pradesh,7,19
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",74,Not Fraud,Goa,8,22
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",96,Not Fraud,Maharashtra,9,6
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",61,Not Fraud,Andhra Pradesh,11,11
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",85,Not Fraud,Goa,12,14
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",52,Not Fraud,Maharashtra,1,8
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",79,Not Fraud,Andhra Pradesh,2,13
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",66,Not Fraud,Goa,3,17
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",90,Fraud,Maharashtra,5,10
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",48,Not Fraud,Andhra Pradesh,6,16
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",77,Not Fraud,Goa,7,20
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",60,Fraud,Maharashtra,8,22
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",83,Not Fraud,Andhra Pradesh,9,6
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",71,Not Fraud,Goa,11,11
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",97,Not Fraud,Maharashtra,12,14
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",46,Not Fraud,Andhra Pradesh,1,8
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",81,Fraud,Goa,1,12
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",64,Fraud,Maharashtra,1,16
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",93,Not Fraud,Andhra Pradesh,1,22
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",57,Not Fraud,Goa,1,5
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",86,Fraud,Maharashtra,4,12
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",57,Not Fraud,Andhra Pradesh,4,16
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",84,Not Fraud,Goa,4,20
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",66,Fraud,Maharashtra,4,2
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",91,Not Fraud,Andhra Pradesh,4,9
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",49,Fraud,Goa,4,15
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",77,Not Fraud,Maharashtra,4,18
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",59,Not Fraud,Andhra Pradesh,4,22
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",88,Not Fraud,Goa,4,4
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",68,Fraud,Maharashtra,4,8
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",93,Not Fraud,Andhra Pradesh,4,12
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",72,Fraud,Goa,4,17
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",90,Not Fraud,Maharashtra,4,22
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",53,Not Fraud,Andhra Pradesh,4,3
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",80,Not Fraud,Goa,4,9
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",67,Fraud,Maharashtra,4,14
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",96,Not Fraud,Andhra Pradesh,4,19
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",45,Not Fraud,Goa,4,0
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",79,Fraud,Maharashtra,4,5
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",62,Not Fraud,Andhra Pradesh,4,9
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",86,Not Fraud,Goa,4,14
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",50,Not Fraud,Maharashtra,4,17
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",75,Fraud,Andhra Pradesh,4,23
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",70,Not Fraud,Goa,4,4
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",93,Fraud,Maharashtra,4,9
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",58,Not Fraud,Andhra Pradesh,4,14
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",84,Not Fraud,Goa,4,17
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",69,Not Fraud,Maharashtra,4,23
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",97,Not Fraud,Andhra Pradesh,4,5
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",47,Fraud,Goa,4,9
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",82,Not Fraud,Maharashtra,5,13
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",61,Not Fraud,Andhra Pradesh,5,18
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",89,Fraud,Goa,5,23
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",54,Fraud,Maharashtra,5,5
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",78,Not Fraud,Andhra Pradesh,5,10
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",65,Not Fraud,Karnataka,5,15
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",92,Fraud,Karnataka,5,20
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",51,Not Fraud,Karnataka,5,1
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",76,Fraud,Karnataka,5,7
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",60,Fraud,Karnataka,5,11
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",85,Not Fraud,Karnataka,5,16
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",67,Not Fraud,Karnataka,5,19
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",94,Not Fraud,Karnataka,5,1
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",46,Fraud,Karnataka,5,6
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",81,Not Fraud,Karnataka,5,10
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",63,Fraud,Karnataka,5,15
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",87,Fraud,Karnataka,5,18
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",52,Fraud,Karnataka,5,0
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",74,Not Fraud,Karnataka,5,6
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",58,Not Fraud,Karnataka,5,10
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",83,Not Fraud,Karnataka,5,15
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",71,Not Fraud,Karnataka,5,20
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",98,Not Fraud,Karnataka,5,0
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",48,Not Fraud,Karnataka,5,6
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",85,Not Fraud,Karnataka,5,10
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",66,Not Fraud,Karnataka,5,15
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",93,Fraud,Karnataka,5,20
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",54,Fraud,Karnataka,5,1
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",80,Fraud,Karnataka,5,7
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",62,Not Fraud,Karnataka,5,11
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",89,Fraud,Karnataka,5,16
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",45,Not Fraud,Karnataka,6,20
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",77,Not Fraud,Karnataka,6,1
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",70,Fraud,Karnataka,6,6
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",92,Not Fraud,Karnataka,6,10
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",49,Not Fraud,Karnataka,6,15
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",78,Fraud,Karnataka,6,20
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",67,Not Fraud,Karnataka,6,1
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",95,Not Fraud,Karnataka,6,6
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",56,Not Fraud,Karnataka,6,11
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",83,Fraud,Karnataka,6,15
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",68,Fraud,Karnataka,6,21
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",96,Not Fraud,Karnataka,6,2
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",47,Fraud,Karnataka,6,7
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",82,Not Fraud,Karnataka,6,12
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",59,Not Fraud,Karnataka,6,16
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",87,Not Fraud,Karnataka,6,22
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",50,Not Fraud,Karnataka,6,3
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",76,Not Fraud,Karnataka,6,7
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",65,Not Fraud,Karnataka,6,12
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",90,Fraud,Goa,6,16
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",53,Fraud,Maharashtra,6,21
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",79,Not Fraud,Andhra Pradesh,6,1
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",73,Not Fraud,Goa,6,7
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",97,Fraud,Maharashtra,6,12
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",44,Not Fraud,Andhra Pradesh,6,16
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",81,Fraud,Goa,6,22
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",64,Fraud,Maharashtra,6,3
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",93,Fraud,Andhra Pradesh,6,7
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",57,Fraud,Goa,6,12
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",86,Not Fraud,Maharashtra,6,16
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",71,Fraud,Andhra Pradesh,7,22
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",99,Not Fraud,Goa,7,4
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",46,Not Fraud,Maharashtra,7,8
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",82,Not Fraud,Andhra Pradesh,7,13
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",67,Fraud,Goa,7,18
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",94,Not Fraud,Maharashtra,7,22
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",52,Not Fraud,Andhra Pradesh,7,4
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",88,Not Fraud,Goa,7,8
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",63,Fraud,Maharashtra,7,13
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",91,Not Fraud,Andhra Pradesh,7,18
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",55,Not Fraud,Goa,7,23
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",81,Fraud,Maharashtra,7,3
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",58,Not Fraud,Andhra Pradesh,7,7
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",83,Not Fraud,Goa,7,12
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",66,Not Fraud,Maharashtra,7,16
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",91,Not Fraud,Andhra Pradesh,7,21
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",49,Fraud,Goa,7,3
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",77,Fraud,Maharashtra,7,7
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",59,Fraud,Andhra Pradesh,7,12
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",88,Not Fraud,Goa,7,17
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",68,Not Fraud,Maharashtra,7,22
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",93,Not Fraud,Andhra Pradesh,7,4
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",72,Fraud,Goa,7,9
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",90,Not Fraud,Maharashtra,7,13
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",53,Not Fraud,Andhra Pradesh,7,18
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",80,Not Fraud,Goa,7,22
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",67,Fraud,Maharashtra,7,4
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",96,Not Fraud,Andhra Pradesh,7,9
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",45,Not Fraud,Goa,7,13
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",79,Not Fraud,Maharashtra,7,18
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",62,Not Fraud,Andhra Pradesh,7,23
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",86,Not Fraud,Goa,8,3
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",50,Not Fraud,Maharashtra,8,9
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",75,Fraud,Andhra Pradesh,8,13
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",70,Not Fraud,Goa,8,18
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",93,Not Fraud,Maharashtra,8,23
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",58,Not Fraud,Andhra Pradesh,8,3
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",84,Not Fraud,Goa,8,9
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",69,Not Fraud,Maharashtra,8,13
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",97,Not Fraud,Andhra Pradesh,8,18
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",47,Not Fraud,Goa,8,0
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",82,Not Fraud,Maharashtra,8,4
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",61,Fraud,Andhra Pradesh,8,9
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",89,Not Fraud,Goa,8,14
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",54,Fraud,Maharashtra,8,19
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",78,Not Fraud,Andhra Pradesh,8,0
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",65,Fraud,Goa,8,5
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",92,Not Fraud,Maharashtra,8,9
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",51,Not Fraud,Andhra Pradesh,8,14
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",76,Not Fraud,Goa,8,18
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",60,Fraud,Maharashtra,8,23
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",85,Not Fraud,Andhra Pradesh,8,4
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",67,Not Fraud,Goa,8,8
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",94,Fraud,Maharashtra,8,13
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",46,Not Fraud,Andhra Pradesh,8,16
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",81,Not Fraud,Goa,8,22
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",63,Fraud,Maharashtra,8,2
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",87,Fraud,Andhra Pradesh,8,7
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",52,Not Fraud,Goa,8,12
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",74,Not Fraud,Maharashtra,8,15
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",58,Not Fraud,Andhra Pradesh,8,21
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",83,Not Fraud,Goa,8,3
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",71,Not Fraud,Maharashtra,9,7
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",98,Not Fraud,Andhra Pradesh,9,11
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",48,Fraud,Goa,9,16
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",85,Not Fraud,Maharashtra,9,21
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",66,Fraud,Andhra Pradesh,9,3
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",93,Not Fraud,Goa,9,8
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",54,Not Fraud,Maharashtra,9,13
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",80,Not Fraud,Andhra Pradesh,9,18
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",62,Not Fraud,Goa,9,23
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",89,Fraud,Maharashtra,9,5
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",45,Fraud,Andhra Pradesh,9,9
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",77,Fraud,Goa,9,14
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",70,Not Fraud,Maharashtra,9,17
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",92,Not Fraud,Andhra Pradesh,9,23
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",49,Not Fraud,Goa,9,4
Truck,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",78,Not Fraud,Maharashtra,9,8
Van,B-102,Express,Medium,"12.84197701525119, 77.67547528176169",67,Not Fraud,Andhra Pradesh,9,13
Sedan,A-101,Regular,Medium,"12.84197701525119, 77.67547528176169",95,Not Fraud,Goa,9,16
SUV,B-102,Express,Large,"12.84197701525119, 77.67547528176169",56,Fraud,Maharashtra,9,22
Bus ,C-103,Regular,Large,"12.84197701525119, 77.67547528176169",83,Fraud,Andhra Pradesh,9,4
Car,A-101,Express,Small,"12.84197701525119, 77.67547528176169",68,Not Fraud,Goa,9,8
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",96,Not Fraud,Maharashtra,9,13
Truck,C-103,Express,Large,"12.84197701525119, 77.67547528176169",47,Fraud,Andhra Pradesh,9,18
Van,B-102,Regular,Medium,"12.84197701525119, 77.67547528176169",82,Fraud,Goa,9,22
Sedan,A-101,Express,Medium,"12.84197701525119, 77.67547528176169",59,Not Fraud,Maharashtra,6,13
SUV,B-102,Regular,Large,"12.84197701525119, 77.67547528176169",87,Not Fraud,Andhra Pradesh,6,18
Bus ,C-103,Express,Large,"12.84197701525119, 77.67547528176169",50,Not Fraud,Goa,6,23
Car,A-101,Regular,Small,"12.84197701525119, 77.67547528176169",76,Fraud,Maharashtra,6,5
Motorcycle,D-106,Regular,Small,"12.84197701525119, 77.67547528176169",65,Not Fraud,Andhra Pradesh,6,23
